rating,,uniqueID,drugName,condition,review,rating,date,usefulCount
3,39962,136539,Visine Totality Multi-Symptom Relief,Eye Redness/Itching,"""Whenever I use these eye drops my vision is blurry for about 5-6 minutes. Other than that it works.""",3,22-Mar-10,0
3,88155,171820,Meloxicam,Osteoarthritis,"""Been on it for 3 days for pain and inflammation due to osteoarthritis. Side effects are bad and I cannot wait for it to be out of my system. Severe headache, dizziness, back pain, bloating, anxiety and insomnia.""",3,19-Aug-13,67
3,136089,203912,Suvorexant,Insomnia,"""Weird!  A bizarre full body and brain sensation. I went I and and out of bouts of sleep the first times I used it. While the sensation wasn&#039;t pleasant  (I felt sort of high in a not terribly comfortable way) I did get a decent total number of hour of sleep. Still it was weird enough that I didn&#039;t want to repeat and only did so again after intervals of several weeks.  In total I took it maybe 4 times.  

Took again tonight and again had a long, trippy and not very pleasant initial period then only slept about 5 hours and woke up feeling quite badly. 

Sorry, Belsomra, but you are going into the trash.""",3,28-Sep-15,26
3,24923,179172,Olanzapine,Bipolar Disorde,"""I&#039;ve been on zyprexa for about 3 months. While it does tame hypomania it tames too much and I don&#039;t want to do anything anymore. Sometimes my mouth works like I have Novocaine in my lips and my speech comes out in a mumble. I&#039;ve gained 10 lbs. Some have said it was prescribed for anxiety but it has made mine worse. I&#039;m afraid of having to do the things that I have to do. I&#039;m not afraid of doing them, mind you, but afraid of *having* to do them. I feel so much pressure about doing things that I&#039;m unable to do them. That&#039;s messed up. And that has come on me this past two weeks. Maybe I&#039;m cycling or maybe it&#039;s this drug. Still, enough negative to get me off of it.""",3,21-Nov-16,1
3,94231,95711,Efinaconazole,"Onychomycosis, Toenail","""Used for over a year and a slight improvement on big toenail and the two other toenailS no positive results. Extremely expensive also""",3,21-Jul-17,3
3,87086,179972,Adapalene / benzoyl peroxide,Acne,"""I began using this product a little over a month ago. At first it was working I had fewer zits but they were not all gone. Then out of nowhere I started breaking out like crazy again! Epiduo burns my skin and dries it. I tolerated those symptoms at first because the product worked but now it&#039;s really no longer worth it. 
I&#039;ve tried Proactive and countless over the counter medication. Nothing seems to work for me.""",3,25-May-14,12
3,98512,125208,Dulcolax,Constipation,"""Took 5mg of dulcolax going to bed at 10pm. Woke at 4 with excruciating abdominal cramps, then started having heart palpitations, sweats , nausea, worse pain than childbirth .....then I fainted ! Woke up on the tiled bathroom floor with 4 children looking at me thinking I was dead....have a head injury from the bang on the tilled floor, soiled myself cos I hadn&#039;t the energy to lift myself to the toilet seat...profuse diarrhoea for 30 minutes ....bed ridden for 6 hours after the faint.....NEVER again will I take this medicine...on the bottle it says &quot;for gentle relief of constipation &quot; .....nothing could be further from the truth. I&#039;m actually traumatised.""",3,2-Aug-16,31
3,78124,55473,Belviq,Obesity,"""My doctor started me on Belviq after a recent visit. I was excited to try this new diet pill hoping it would give me the edge to begin losing weight. Unfortunately after a month and a half I have failed to lose any weight. I hope others have better luck.""",3,31-Jul-13,43
3,49430,108003,Ethinyl estradiol / norelgestromin,Birth Control,"""When I first starting using Xulane, i would get really bad nausea for 2 months. Now I am on my 5th month using and still have spotting in between my period. Also gained 5-6 pounds so far. I hate this patch. Thinking of switching to something else soon.
Only reason I chose this because it&#039;s the easiest, i only have to change it once a week.""",3,8-Jun-16,3
3,41568,148808,Mirena,Abnormal Uterine Bleeding,"""WELL 50 pounds gained later next week I finally get my mirena iud removed. Had it in almost a year and did enjoy the care freeness of it and lack of period but gained uncontrollable weight and made me feel so insecure this past year. I know everyone reacts differently to iud&#039;s and I was warned by my doctor and the nurse putting it in that weight gain is common but silly me thinking it wouldn&#039;t effect me. I would never recommend the mirena to a friend unless they were very active gym members or could use a few extra pounds on their body haha""",3,8-Apr-16,4
3,154826,112424,Gabapentin,Neuropathic Pain,"""RX calls for me to take 600 mg twice a day. This dosage makes me drowsy + I feel like a zombie after taking it. I have cut down to 1/2 tab (300 mg) in the am &amp; 600 mg at bedtime. I can&#039;t really tell that this med makes much difference with my nerve pain...""",3,16-Oct-16,3
3,139277,211807,Lamotrigine,Depression,"""I am being treated for clinical depression. My anxiety was getting bad. I could not sleep but was always tired. So my doctor prescribed my this in a low dose. I knew there would be side effects. But these made me feel terrible, I had absolutely no energy at all. Still had problems falling asleep &amp; when I slept it was even harder to get up, can&#039;t even hear alarm clock go off. When I got up I would have absolutely no energy at all for the entire day till night. I took them for 2 1/2 wks. And stopped. After a few days I felt better. Go back to doctor &amp; he gives me a higher dose?? I took half of a pill and felt like a zombie again for 3 days straight.  I called my doc but he isn&#039;t in till next week. Don&#039;t know why he told me to keep taking them.""",3,22-Oct-16,13
3,17783,212635,Phenergan,Motion Sickness,"""Hallucinations, nausea, irritability and exhausted""",3,10-Nov-15,7
3,8042,45741,Fluoxetine,Premenstrual Dysphoric Disorde,"""I was given Sarafem to help with moodiness and rage during a few weeks out of the month. I took it for 2 days and cannot get off the couch. I am so drowsy. I took a low dosage.""",3,4-Dec-11,23
3,157626,94202,Trintellix,Depression,"""Psychiatrist put me on Brintellix about 7 weeks ago. 10mg for the first 3 weeks - which had no effect on my depression, but I didn&#039;t notice any side effects like I had with Pristiq, Lexapro, Lovan &amp; Alprazolam. The dosage was upped to 20mg for the next 4 weeks. Still feel terrible, haven&#039;t noticed any shift in the depression but I&#039;ve noticed I feel a bit more edgy and anxious. Not sure how long I&#039;m meant to wait to notice a change but I&#039;m not convinced that this drug is working for me. It&#039;s also not covered by medicare in Australia, so quite expensive!""",3,28-Aug-15,29
3,53649,93196,Vortioxetine,Major Depressive Disorde,"""Been on it for almost 4 months. Depression not much better. Severe appetite increase, irritability, and very itchy skin. Going to see my psychiatrist next week to change again...""",3,17-Nov-15,17
3,76683,197625,Suprep Bowel Prep Kit,Bowel Preparation,"""Superprep  actually cleaned my system out really well. But it&#039;s the worst tasting, I almost threw it up several times while drinking it. I had to keep a glass of water and drink it in between. I tried to chug it so it would be faster but that just made the gagging worse. I personally would never use this product again.""",3,16-Nov-17,3
3,51300,14920,Ethinyl estradiol / norethindrone,Birth Control,"""I was on Cyclafem for about three years and started having horrible cramps outside of the week of my period. It also made me extremely tired and gain weight. I just switched and I am feeling better so hopefully it stays like this.""",3,12-Sep-17,0
3,154323,104463,Rhinocort Aqua,Allergic Rhinitis,"""Well this is where I&#039;m at with this medicine. Yes, it did help me breathe again awesome, now bad news is I lost my sense of smell. I&#039;m off the medicines now and hoping that my sense will return.""",3,10-Jan-12,8
3,55450,15488,Ethinyl estradiol / norethindrone,Menstrual Disorders,"""Been on microgestin FE 1/20 since September. I had some side effects -nervousness, odd dreams, during the first 10 days. I lost my appetite and have not regained it. During this last 6 weeks my anxiety has returned triple. I can&#039;t sleep. I&#039;m exhausted. I have vivid nightmares. It&#039;s awful. I have constant feeling of dread &amp; anxiety, like I want to break things. I got on the med to control constant menstrual bleeding...I&#039;m 47 now. The pill has worked well for that and my hair is growing back where I lost some due when iron was low. My period cramps have increased a little, but not overbearingly. I have Dr appt in January. Hope she takes me off this pill before I go insane. They should take this pill off the market.""",3,29-Dec-16,2
3,141058,53550,Alesse,Birth Control,"""I&#039;ve been on alesse now for about 5 years and I&#039;m going to switch pills. It&#039;s never helped with my acne nor my period pain and it&#039;s made me EXTREMELY irritable and very very moody and depressed. I went off it for a year and it I was instantly happier and my skin wasn&#039;t as bad and I had regular period pain. As far as being a contraceptive it&#039;s worked so far *knock* *knock* I would not recommend this if you are sensitive to medication.""",3,10-Apr-17,4
3,134514,48544,Ethinyl estradiol / levonorgestrel,Birth Control,"""I&#039;ve been on the pill for almost 3 months and so far I&#039;m not pleased!! my gyne suggested this bc method because I bleed heavy and have severe abdomen pains. I&#039;m always hungry, never stopped bleeding, and my bedroom life has been on hold for 2 in a half months.""",3,1-Sep-17,2
3,142474,140406,Magnesium oxide,Hypomagnesemia,"""I took magnesium glycinate for months with no problem, when I ran out of it I bought this one (magnesium oxide) because it was alot cheaper. Pretty soon I started having a weird cramp in my calves when I walked.  I stopped taking it for two weeks, no cramps. Started it again and had cramps immediately (only when walking). 
So I went ahead and bought the more expensive glycinate, and sure enough I haven&#039;t had any cramps.  Weird!  But I won&#039;t take this one ever again.""",3,23-Sep-16,5
3,17240,58179,Acetaminophen / hydrocodone,Pain,"""Lawnmower blade took off tip of finger. Norco didn&#039;t help with the pain that well.""",3,11-Jun-09,5
3,22739,115887,Divalproex sodium,Bipolar Disorde,"""I took this at night per my doctor, and about the 3rd week I noticed a huge change in my energy and I started having severe muscle cramping and weakness.  I woke up in the morning feeling beat up and muscle soreness everywhere.  It didn&#039;t really help with my issue either.  I stopped taking it, and 3 days later the muscle soreness was completely gone""",3,7-Jul-15,11
3,25912,188492,ParaGard,Birth Control,"""I&#039;ve had my Paragard for 10 months and it is a nightmare. My periods last 16+ days which have led to at least 5 UTI&#039;s from inserting tampon after tampon. I&#039;m now ALSO taking birth control pills to try and lessen the bleeding but it hasnt helped. 
I&#039;m 43, 1 birth, 1 miscarriage, 1 abortion. My insurance only covered the Paragard after having Mirena&#039;s in the past. 
I have an appt in 4 weeks to get it removed and get another Mirena. This is absolute nonsense to be bleeding for over 2 weeks every month.""",3,29-Jul-16,7
3,16782,47517,Tapentadol,Pain,"""I suffered a compression fracture at L2, and I have had a failed posterior lumbar interbody fusion at L4 five and L5 S one. I am disabled and only want a life that is worth living. My New pain management physician started me early this week on Nucynta ER 100 mg every 12 hours, and for break through pain to take oxycodone acetaminophen 10/325 four times daily. I&#039;m not getting much relief from the Nucynta ER 100 mg. I am very disappointed. I will consult with my doctor to see what he feels I should do. I am so unhappy with our government, that is harassing people that are 10 times more educated than they are, on &quot;proper prescribing behavior&quot; for the treatment of chronic pain. This is a disgrace to the USA!""",3,18-Jun-16,87
3,10237,72032,Tramadol,Back Pain,"""My personal experience..it helps my back pain for a couple hours, but I just have to keep downing 100MG every 2 hours and I&#039;m not doing that. You get high off of it with little pain relief. My side effects: severe headaches, nausea, dizziness.**IF YOU ARE TAKING ANTI DEPRESSANTS research SEROTONIN SYNDROME** Can also increase depression. Stay safe &amp; check this site for drug interactions.
Doctors prescribe Tramadol for pain they don&#039;t consider severe enough for say percocet or vicodin, but severe enough that it still needs an opiate to manage the pain. Tramadol is the little brother of the opiate/opioid family. People don&#039;t talk about &quot;Tramadol abuse&quot; but it is very addictive and for tons of people it simply does not cut it for chronic pain""",3,10-Jul-16,24
3,99665,134105,Prednisone,Ulcerative Colitis,"""I had my first UC flare end of March lost 40 lbs and was bleeding so badly I was hospitalised on IV prednisone for 7 days. My symptoms remained. I&#039;ve been on 40mg Prednisone for 4 weeks now together with lialda. I finally stopped bleeding 2 weeks ago, but it has not been a fast process wonder drug for me. My doc took me off lialda because she is not convinced it is working. I am still on 40 mg prednisone and pain is still there not as severe though and I go 3-5 times a day and about the same in the night.  Side effects weight gain on belly and moon face, peeling skin, neck and leg pain, heart palpitations and hard time sleeping.""",3,4-May-17,7
3,30935,57651,Acetaminophen / hydrocodone,Pain,"""This drug is better than nothing.  I wonder why it is used for severe pain.  It doesn&#039;t help stabbing nerve pain.  It helps back pain (herniated disks, arthritis, degenerative disk disease) a little.  Not much help for neck pain either. I need Lyrica for neuropathy and the two give some relief for fibromyalgia and arthritis (along with glucosamine).  My pain level remains disabling.""",3,8-Dec-15,36
3,45178,191493,Lisdexamfetamine,ADHD,"""While Vyvanse worked relatively well for my ADHD symptoms, it did not last nearly as long as advertised. It only lasted about seven hours at best.""",3,16-Sep-15,25
3,141942,215836,Copper,Birth Control,"""I chose the Paragard since it was hormone free and a long term birth control option. Insertion wasn&#039;t very painful, but I did bleed for 4 days afterwards. The first 6 months my periods were extremely painful and 7-8 days long. After 6 months the cramping wasn&#039;t as bad but the length of period remained. I&#039;ve had it over a year and have noticed some extreme differences in my life. I feel fatigued often, have gained 10 lbs without a dietary change, my mood swings are crazy. I can&#039;t prove that Paragard is the cause of these, but I have a great reason to believe that. I am having it removed this week and I cannot wait.""",3,23-Aug-16,4
3,22186,15490,Ethinyl estradiol / norethindrone,Birth Control,"""Before this I was on the Lo Lo estrine (which I&#039;m back on). This pill was way to strong for me it would cause me to miss a period every other month. Also the side effects were so BAD. I was super emotional the entire month I would be taking it. I also had so much anxiety and I would even wake up anxious frenquently. That never happened so often before. The bleeding was irregular. I also was bloated all the time. I definitely wouldn&#039;t recommend this pill.""",3,28-Dec-16,3
3,134741,194086,Gildess Fe 1.5 / 30,Birth Control,"""I&#039;ve been on this for two months and it does it&#039;s job, but honestly I&#039;m miserable.
My skin cleared up almost immediately, and I feel that I&#039;ve lost weight (maybe that&#039;s just how my body looks because my hips and boobs filled out). It seems like every other week, however, and especially the first week of a new pack, my mood swings are a bitch. Since I started this pill, I&#039;ve fought my boyfriend almost twice a week. We&#039;ve almost ended it multiple times, but we know that it&#039;s just the pill. I&#039;m switching off this week because I&#039;m tired of hurting my loved ones. I only got really emotional and bipolar the week after I started taking this.
This pill just isn&#039;t right for me. The pain I&#039;m causing others isn&#039;t worth my clear skin and weight loss.""",3,22-Jun-16,1
3,135156,205896,Pristiq,Depression,"""I really wish people didn&#039;t rate their experience of having taken the pill for one day or less than one week, and here&#039;s why: For my first week, I felt great, and no side effects whatsoever.  Then pretty much the day week 2 started, I was so nauseous I thought I had swine flu, so anxious I couldn&#039;t breathe, and I can not stop crying.  It&#039;s weird because when I was on Lexapro, which also sucked, there&#039;s no way I could cry - I was totally robotic.  Anyways I also can&#039;t sleep and I have headaches.  I am so, so upset about this because it&#039;s like why did I get teased with that one week of clarity and then drop so much lower?""",3,11-Nov-09,27
3,138071,71317,Levora,Birth Control,"""I&#039;ve been on it for a month and a half and prior I had very little issues with depression other than small bouts that hardly count as depression. I have had anxiety and being on this pill has made it worse, way worse and it has made me become depressed. I&#039;ve read through the comments about this pill and it seems like many people have been experiencing depression. This pill didn&#039;t work for me and the other pill didn&#039;t work great for me either. Messed up my hormones too much, luckily it didn&#039;t change my sex drive but it caused me to just sit there and cry or do nothing. Weekends I feel like doing nothing but sleep. I&#039;m not that old, only 19 and have never had any hormone issues before this pill. I don&#039;t recommend it.""",3,23-Jan-17,3
3,77811,123408,Apri,Birth Control,"""I am on this medicine for couples months now and have gained weight and my depression came back full force. Very sad, no sex drive and 15 more pounds.""",3,15-Nov-10,2
3,36191,65767,Propranolol,Migraine Prevention,"""I&#039;m a 61 year old man, I took Inderal LA 60mg for a year. For about 8 months it worked well, migraines would start and then go away after 5 to minutes. It caused me to gain 15 pounds even with dieting and exercise, it also causes ED but I was able to fix that with 5mg Cialis. In the last 2 months It has stopped preventing the migraines and causes problems with fatigue and at times shortness of breath, and the Cialis is no longer working (a big problem as far as I am concerned and my girlfriend too). It never stopped migraines caused by food triggers of which I have many.""",3,20-Jun-16,8
3,5143,219725,Amitriptyline,Insomnia,"""I was prescribed Amitriptyline for insomnia after having a negative experience with taking Ambien. Ambien worked fine until its side effects kicked in then I stopped taking it because the side effects were unreasonable. 
Amitriptyline helped me sleep until one night I awoke to buzzing in my ears/head. 
From reasoning there might be lifelong buzzing in my head I discontinued the Amitriptyline. Shortly after discontinuing the buzzing went away and never returned. 
Bottome line: there are much better oral&#039;s to take to assist in sleeping.
I feel Amitriptyline did however correct a brain imbalance that was produced by the Ambien; and I found the culprit to my insomnia: I have an adrenaline allergy, from stress, anxiety and screen-time.""",3,29-Sep-17,4
3,153895,117267,Robaxin-750,Muscle Spasm,"""I just had a two level lumbar fusion two weeks ago and have severe muscle spasms that started up a couple of days ago. When I needed the Robaxin to work, it&#039;s like taking a placebo. I&#039;ve called the surgeons office for another option as this is not going to work for me.""",3,7-Nov-13,55
3,11351,184602,Imodium A-D,Diarrhea,"""I have severe symptoms and after 4 doses, Imodium AD has NOT worked for me.  Symptoms continue despite treatment with Imodium AD.""",3,22-Aug-13,9
3,8077,106772,Implanon,Birth Control,"""I wouldn&#039;t recommend. I didn&#039;t get pregnant however it did throw my hormones off &amp; I gained weight (25lbs) from having this product inside me for years. It frequently threw off my menstrual cycle causing my hormones to do the same &amp; this usually extended my period. I had to take birth control pills along with Implanon due to the longer periods. I wish I would have just stuck with Regular Birth control pills but I was scared I wouldn&#039;t remember to take it due to my busy schedule however now I set a reminder on my cell phone that goes off everyday. I recommend you try this before putting the Implanon in your body also it was hell getting it out being that it moved around &amp; more.""",3,25-Jun-15,1
3,142106,99041,Lutera,Birth Control,"""I have been using lutera for 5 months now and it&#039;s horrible, it&#039;s the first time a birth control affects me like that. I totally lost my libido, like i&#039;d rather watch the rain fall than have sex, I am the crankiest thing and I&#039;m 1000 x more sensitive than i used to be. And I feel depressed about half the time, and I always was a happy person, I am going to my doctor today and there&#039;s no way I stay on that pill. I&#039;d rather go back to using condoms even if i&#039;m not a fan.. oh and my breasts hurt like they&#039;re gonna explode at any moment. Just the feeling of my bra touching them hurts. Don&#039;t take it.
""",3,18-Jun-15,6
3,76605,68812,Medroxyprogesterone,Birth Control,"""I was on the depo for about 5 years. I stopped taking it February of 2015 and then I got pregnant in July of 2015. The reason why I stopped taking it was to give my body a break. You shouldn&#039;t not have a period that&#039;s part of being a woman but I liked the idea. I only got on the shot because I had really bad migraines and really bad cramps. It all went away when I got my first shot. So that was all good. But then I started taking the shot after I had my daughter and it&#039;s been the worst experience yet. I was without the shot for almost a year and when I started taking it again I had extreme anxiety (I still do I just stopped taking the shot) I have had weight loss and gain. mood swings and depression. Wouldn&#039;t take this shot again.""",3,14-Sep-16,2
3,6649,103893,Ethinyl estradiol / levonorgestrel,Birth Control,"""Took this for only 3 weeks before having to stop. Caused a lump in my right breast, sad mood, daily constant nausea, and NO sex drive.""",3,22-Oct-14,10
3,76763,162793,Cefdinir,Otitis Media,"""My daughter will be one this week. She was put on cefdinir for an ear infection that didn&#039;t clear after amoxicillin treatment. Today (third day) she broke out in hives on her back,chest and neck. She also has nasty reddish diarrhea that is giving her an awful diaper rash. The doctor told me to stop the medicine, give her benadryl and bring her for an appointment tomorrow morning. She is clearly allergic.""",3,8-Feb-16,9
3,127424,91364,Haloperidol,Psychosis,"""This drug gave me clear thinking but gave a lot of demotivation too. I felt like a zombie on this medication. Had to stop this due to anxiety and suicidal thoughts.""",3,18-Sep-16,13
3,75394,72432,Ethinyl estradiol / norethindrone,Acne,"""I&#039;ve been on this pill for 2 months and the acne is horrible! Yes it prevents pregnancy so that part works but this acne sucks! Constant breakouts on my chin. I&#039;m going to switch pills!""",3,16-Oct-15,3
3,87527,145083,Etonogestrel,Birth Control,"""I cannot stand the Nexplanon implant. At first it was great because I didn&#039;t have to worry about making sure I remembered to take my pill every day, but now it is terrible. I had a 12 day period, stopped bleeding for two weeks, and then had a 22 day HEAVY period. I&#039;ll say it&#039;s definitely an effective birth control, because you never seem to stop bleeding long enough to have sex! Terrible terrible thing. Going to get it out tomorrow.""",3,12-Nov-15,2
3,35905,83441,Metformin / rosiglitazone,min / rosiglitazone),"""All I can remember of taking this drug are the side effects. It became difficult to walk two miles in the morning, the distance I could swim comfortably slowly reduced and my legs started to swell. Between starting treatment and my next visit to the doctor was three months. He was very surprised. This drug has an excellent reputation for the treatment of type 2 Diabetes but take care.""",3,9-Feb-09,5
3,29770,148506,Mirena,Abnormal Uterine Bleeding,"""Have had in since Feb 27/17 been bleeding ever since, just when you think it&#039;s done more bleeding.... ready to take this thing out. Doctor checked said it&#039;s in place properly and confirmed with an ultrasound. Not getting pregnant which is awesome, also having less sex due to bleeding and cramping so suppose it&#039;s doing its job.""",3,3-Apr-17,6
3,76476,206449,Valsartan,High Blood Pressure,"""I take 50 mg Metoprolol ER at 8pm. At 11 pm intake 80 mg Valsartan.
I Awake around 3 am with bp way up, like 175/56 .
All day and evening it is in a pretty good range.
It seems the Valsartan increases rather than decreases bp!""",3,5-Dec-15,16
3,32892,33979,Junel Fe 1 / 20,Birth Control,"""I&#039;ve been on Junel Fe for 9 months now. For the first three months I experienced nausea and occasional mood swings, it helped with making my period lighter and regularly on time. After the first months I was fine. Upon month 8 I experienced extreme mood swings and depression. I would pick fights about the smallest things and I felt crazy for doing so. I became really depressed once I hit month 9 and just could not figure out what was going on. Finally, a friend suggested getting off of Junel Fe and I have seen immediate change in my mood even on day 3 of being off the pill. Did not work for me.""",3,22-Sep-15,5
3,60667,184049,Hydroxyzine,Anxiety,"""I used it to help me sleep,  and it did help me sleep.  But it gave me the worse nightmares.  And wouldn&#039;t let me wake up.""",3,4-Apr-17,6
3,77410,202966,Gildess Fe 1 / 20,Birth Control,"""I started taking this pill around 7 months ago to treat my extreme mood swings. The first month included some nausea, but everything else seemed fine. As the months have gone on, I&#039;ve experience heavier spotting in between my scheduled periods and lighter periods because of that. This last month I didn&#039;t even have my period. I am currently on day 10 of my weird spotting when I should be having my period (on day 1 of placebo pill). I also am experiencing some bloating and nausea. It has really helped with the mood swings, but this nasty spotting all the time isn&#039;t any good.""",3,6-Jun-16,2
3,86322,195856,Levomilnacipran,Major Depressive Disorde,"""I have had depression for about 13 years know or I guess it started out as anxiety. I have been on every medication you can name. Most had side effects and had to be switched but nothing serious. I was on Celexa for about ten years and then about three years ago it just stopped working. That is when I was diagnosed with major depression. I don&#039;t have a marriage anymore after twenty-two years, lost my job after nine years, can hardly get out of bed most days. I&#039;m not living living, I&#039;m serviving. My doctor put my on Fetzima and after not seeing any improvement at 40mg he moved me up to 80mg. I started not being able to urinate without forcing it out and had to go every two hours. I have never had bladder problems before. I got off the pills""",3,22-Jul-16,10
3,103664,152192,Ciprofloxacin,Diverticulitis,"""Whilst this may have worked well on the diverticulitis, the side effects were so awful.  I used Cipro for 10 days in April, and was almost crippled with heel pain in my left foot, and big toe pain in my right foot.  I had to put a box in my bed to keep the sheets off the foot, it was so painful.  Once off the Cipro, my heel and toe pain slowly lessened, but I had a serious diverticulitis flare-up last week and they put me back on it in hospital.  Despite telling the doctors about the heel pain (imagined, they said) they prescribed it to me when I went home.  Then I started doing some research.  Am now off the Cipro and will never take it again; just hoping the damage done to my tendons isn&#039;t permanent.  Back on Augmentin.""",3,26-May-16,6
3,3201,130472,Levonorgestrel,Birth Control,"""I&#039;m 24 yrs old. I got the Mirena after giving birth to my daughter who is now almost 3 yrs old. My husband and I used to have a great sex life but it all ended after getting this birth control. Mirena is very effective preventing pregnancies however this is the side effect that I&#039;ve experienced.""",3,17-Dec-12,12
3,118576,201321,Zoloft,Obsessive Compulsive Disorde,"""I was prescribed Zoloft for depression anxiety and OCD. I was excited to take it. My parents kept me on the holistic lifestyle growing up so I was ready for something to really work for me. Seeing how severe my depression and anxiety were is in my adulthood I decided to try it. 1st day I thought I knew what I was in for but once I experienced it-  it was strange it&#039;s a very strong drug. felt good initially. It was working and I felt happier like my mind was fixing itself. I noticed how dark of a place I was in. 2nd day I  started feeling the negative side effects like feeling tired and restless at the same time which is an awkward and horrible feeling and my anxiety got worse. Also dizzy and ringing ears. I may go back on it but I&#039;m checking w my dr.""",3,17-Feb-16,12
3,22773,133681,Bactrim DS,Bacterial Skin Infection,"""Bactrim ds cleared up my infected finger, just like most antibiotics do. The difference is in the side effects. The nausea and diarrhea are worse on this one. But the biggest problem was that my depression which I had under control with medication became worse than ever overnight. I don&#039;t know whether it interfered with my antidepressant  (bupropion xl) or just aggravated the symptoms so much that it was uncontrollable. Either way, I spent a week alternating between despair and rage on a hair trigger. I would not try this again.""",3,11-Oct-16,11
3,155435,196834,Paroxetine,Depression,"""I was prescribed Paxil for anxiety &amp; depression when I was 13. Initially, it did all it was promised with few side affects. Over the years it seemed to lose it&#039;s effectiveness, but I was afraid to come off it for fear I would be worse off. Finally started the process of weaning myself off it when multiple reports came out saying it was DANGEROUS and had multiple long term effects on teenagers. I had been taking it for nearly a decade. The withdrawals were the worst thing I have experienced in my life. Thought I was dying. My face and limbs didn&#039;t feel real. The &quot;zaps&quot;. I was nonfunctional, and this lasted months. Please use extreme caution and have someone closely monitor you when you decide to wean off this medication.""",3,29-Dec-16,13
3,74749,13826,Bydureon,"Diabetes, Type 2","""Been on this drug for three weeks.  Nothing.  Weight dropped a couple pounds in week 2, but went back up.  Blood sugar readings do not show any improvement.

So does it really take 6-7 weeks before blood sugars drop and weight loss starts?""",3,28-Nov-16,11
3,127258,148946,Mirena,Abnormal Uterine Bleeding,""" My doc thought I would be fine with this with no kids, also selling the idea of almost no period. Insertion wasn&#039;t too bad, Xanax and 1000mg of ibuprofen, made it a piece of cake. Barely spotted for 5 days and thought it was amazing.
I heavily bled for 63 days straight after those blissful five days. I had debilitating cramps, taking at least 2000mg of ibuprofen a day half the time. Day and night sweats, stress and anxiety out of nowhere, sleepless nights. Since then, I get my period for 9 days, AFTER about 4 days of spotting. Then 2 weeks it starts all over again. I bleed after sex. Turns out it made my body go through pre menopause... At 28 yrs old. Making an appt tomorrow to remove!""",3,18-Jan-16,7
3,153768,225906,Bupropion,ADHD,"""Had little to no effect on my ADHD""",3,15-Mar-10,33
3,105354,72830,Ethinyl estradiol / norethindrone,Birth Control,"""I am 21 years old and I started taking my first birth control pill ever (Minastrin) in late January 2015. The first month I took this pill I was extremely emotional. It&#039;s now just over 6 months later and I have had stomach cramps/pain as well as bleeding of all sorts of colors for the entire month. My boyfriend and I were so convinced I was pregnant because of all the symptoms and side effects associated with this pill. I never have a cramp a day in my life until I started this pill and now along with the cramps comes bleeding and horrible stomach pain. Anything that causes such differences in your daily life and this much stress is not worth it. I am starting a new pill tomorrow thankfully""",3,7-Aug-15,2
3,160355,180588,Adderall XR,ADHD,"""I have MDD, GAD, and ADHD. The worse trifecta in my opinion. The reason why is because when I start treating one disorder the others get worse. Well I had gotten my MDD and GAD in check and on to treat my ADHD so I was given a very low dose of Adderall XR (10mg). It was way too over stimulating for me. I had so much anxiety that I couldn&#039;t even focus which is what Adderall is supposed to help you do. So I switched over to 5mg Adderall XR and while my anxiety didn&#039;t shoot up like the last dosage it still was ineffective.""",3,16-Jan-16,14
3,26085,49465,Ethinyl estradiol / levonorgestrel,Birth Control,"""I jumped onto Levlen just under a week ago and since then I have been CONSTANTLY nauseous, to the point that I can&#039;t even concentrate at work. I have not actually vomited but the nausea is debilitating! I thought maybe I should have a good meal before taking it, so did so but no success came of it. Calling my dr today to switch meds!""",3,16-Nov-15,4
3,47226,217841,Strattera,ADHD,"""I was 20 when I started staking Strattera. As far as focusing yes, I was completely focused and motivated all day! If I was sitting still I would have to pull out my phone and play a game to keep my mind moving. However the side effects were absolutely terrible! I was constantly sweating and if I wasn&#039;t sweating I had chills! I began suffering from insomnia. I have constant dry mouth and headaches. The worst side effect by far was what it did to my menstrual cycle. It gave me a EXTREMELY heavy and very crampy cycle. It also made my very regular cycle completely irregular. The side effects made it not worth it at all.""",3,23-May-14,55
3,80672,107128,Implanon,Birth Control,"""I had Implanon inserted in July &#039;12. It has been just about six months, and I am probably looking to have it removed. The insertion was fine- I thought it was painful but I didn&#039;t find it unbearable. At first, I was SO happy with not having my period. But since Thanksgiving - over a month and a half - I have been bleeding! It is light, but constant, sometimes brown, sometimes red. I have never had acne like I have experienced with Implanon as well. I would be able to deal with the acne if I wasn&#039;t bleeding for weeks. """,3,8-Jan-13,5
3,99240,143038,Etonogestrel,Birth Control,"""The Nexplanon was seriously so wonderful in the beginning! No headaches, no weight gain, no bleeding, and my sex drive increased which obviously I wasn&#039;t complaining! 
I didn&#039;t bleed for the first 4.5 months! I was so excited. Then the 5th month came rolling around and I bled for 3 months straight! I woke up one morning at 8:20 am soaked through my super tampon by 9:15, here recently I went through 96 tampons in a 17 hour period. Ugh! Not to mention the pain during intercourse! The pain gets so intense I start balling during sex, which upsets my partner because he thinks he is hurting me. I have no  appetite to eat, and I am extremely tired all the time, I have no energy, and my bleeding is so bad. I do NOT recommend this birth control!""",3,30-Jun-17,0
