Unnamed: 0,Sentence #,Word,POS,Tag
4167,189.0,in,IN,O
4168,189.0,the,DT,O
4169,189.0,debate,NN,O
4170,189.0,over,IN,O
4171,189.0,the,DT,O
4172,189.0,war,NN,O
4173,189.0,in,IN,O
4174,189.0,Iraq,NNP,B-geo
4175,189.0,",",",",O
4176,189.0,says,VBZ,O
4177,189.0,he,PRP,O
4178,189.0,will,MD,O
4179,189.0,retire,VB,O
4180,189.0,after,IN,O
4181,189.0,finishing,VBG,O
4182,189.0,his,PRP$,O
4183,189.0,term,NN,O
4184,189.0,in,IN,O
4185,189.0,2009,CD,B-tim
4186,189.0,.,.,O
4187,190.0,Warner,NNP,B-per
4188,190.0,told,VBD,O
4189,190.0,supporters,NNS,O
4190,190.0,outside,IN,O
4191,190.0,of,IN,O
4192,190.0,the,DT,O
4193,190.0,University,NNP,B-org
4194,190.0,of,IN,I-org
4195,190.0,Virginia,NNP,I-org
4196,190.0,Friday,NNP,B-tim
4197,190.0,that,IN,O
4198,190.0,he,PRP,O
4199,190.0,will,MD,O
4200,190.0,not,RB,O
4201,190.0,seek,VB,O
4202,190.0,a,DT,O
4203,190.0,sixth,JJ,O
4204,190.0,term,NN,O
4205,190.0,in,IN,O
4206,190.0,the,DT,O
4207,190.0,2008,CD,B-tim
4208,190.0,elections,NNS,O
4209,190.0,.,.,O
4210,191.0,The,DT,O
4211,191.0,former,JJ,O
4212,191.0,chairman,NN,O
4213,191.0,of,IN,O
4214,191.0,the,DT,O
4215,191.0,powerful,JJ,O
4216,191.0,Senate,NNP,B-org
4217,191.0,Armed,NNP,I-org
4218,191.0,Services,NNP,I-org
4219,191.0,Committee,NNP,I-org
4220,191.0,has,VBZ,O
4221,191.0,openly,RB,O
4222,191.0,criticized,VBN,O
4223,191.0,President,NNP,B-per
4224,191.0,Bush,NNP,I-per
4225,191.0,'s,POS,O
4226,191.0,handling,NN,O
4227,191.0,of,IN,O
4228,191.0,the,DT,O
4229,191.0,war,NN,O
4230,191.0,in,IN,O
4231,191.0,Iraq,NNP,B-geo
4232,191.0,.,.,O
4233,192.0,He,PRP,O
4234,192.0,called,VBD,O
4235,192.0,on,IN,O
4236,192.0,Mr.,NNP,B-per
4237,192.0,Bush,NNP,I-per
4238,192.0,earlier,RBR,O
4239,192.0,this,DT,O
4240,192.0,month,NN,O
4241,192.0,to,TO,O
4242,192.0,begin,VB,O
4243,192.0,withdrawing,VBG,O
4244,192.0,some,DT,O
4245,192.0,U.S.,NNP,B-gpe
4246,192.0,troops,NNS,O
4247,192.0,from,IN,O
4248,192.0,Iraq,NNP,B-geo
4249,192.0,.,.,O
4250,193.0,His,PRP$,O
4251,193.0,retirement,NN,O
4252,193.0,will,MD,O
4253,193.0,leave,VB,O
4254,193.0,open,JJ,O
4255,193.0,what,WP,O
4256,193.0,would,MD,O
4257,193.0,have,VB,O
4258,193.0,been,VBN,O
4259,193.0,a,DT,O
4260,193.0,relatively,RB,O
4261,193.0,safe,JJ,O
4262,193.0,seat,NN,O
4263,193.0,for,IN,O
4264,193.0,Republicans,NNS,O
4265,193.0,in,IN,O
4266,193.0,the,DT,O
4267,193.0,fight,NN,O
4268,193.0,for,IN,O
4269,193.0,Senate,NNP,B-org
4270,193.0,control,NN,O
4271,193.0,in,IN,O
4272,193.0,the,DT,O
4273,193.0,elections,NNS,O
4274,193.0,.,.,O
4275,194.0,Democrats,NNS,O
4276,194.0,will,MD,O
4277,194.0,now,RB,O
4278,194.0,have,VB,O
4279,194.0,a,DT,O
4280,194.0,better,JJR,O
4281,194.0,chance,NN,O
4282,194.0,to,TO,O
4283,194.0,protect,VB,O
4284,194.0,or,CC,O
4285,194.0,expand,VB,O
4286,194.0,their,PRP$,O
4287,194.0,one-seat,JJ,O
4288,194.0,majority,NN,O
4289,194.0,in,IN,O
4290,194.0,the,DT,O
4291,194.0,Senate,NNP,B-org
4292,194.0,.,.,O
4293,195.0,When,WRB,O
4294,195.0,he,PRP,O
4295,195.0,leaves,VBZ,O
4296,195.0,office,NN,O
4297,195.0,",",",",O
4298,195.0,the,DT,O
4299,195.0,80-year-old,JJ,O
4300,195.0,former,JJ,O
4301,195.0,Navy,NNP,B-org
4302,195.0,secretary,NN,O
4303,195.0,will,MD,O
4304,195.0,have,VB,O
4305,195.0,served,VBN,O
4306,195.0,30,CD,O
4307,195.0,years,NNS,O
4308,195.0,as,IN,O
4309,195.0,a,DT,O
4310,195.0,U.S.,NNP,B-gpe
4311,195.0,senator,NN,O
4312,195.0,.,.,O
4313,196.0,The,DT,O
4314,196.0,United,NNP,B-org
4315,196.0,Nations,NNP,I-org
4316,196.0,says,VBZ,O
4317,196.0,December,NNP,B-tim
4318,196.0,'s,POS,O
4319,196.0,Indian,NNP,B-geo
4320,196.0,Ocean,NNP,I-geo
4321,196.0,tsunami,NN,O
4322,196.0,caused,VBD,O
4323,196.0,around,IN,O
4324,196.0,$,$,O
4325,196.0,520,CD,O
4326,196.0,million,CD,O
4327,196.0,in,IN,O
4328,196.0,damage,NN,O
4329,196.0,to,TO,O
4330,196.0,fishing,NN,O
4331,196.0,industries,NNS,O
4332,196.0,in,IN,O
4333,196.0,seven,CD,O
4334,196.0,of,IN,O
4335,196.0,the,DT,O
4336,196.0,worst,RBS,O
4337,196.0,hit,VBN,O
4338,196.0,countries,NNS,O
4339,196.0,.,.,O
4340,197.0,The,DT,O
4341,197.0,U.N.,NNP,B-org
4342,197.0,'s,POS,O
4343,197.0,Food,NNP,B-org
4344,197.0,and,CC,I-org
4345,197.0,Agricultural,NNP,I-org
4346,197.0,Organization,NNP,I-org
4347,197.0,(,LRB,O
4348,197.0,FAO,NNP,B-org
4349,197.0,),RRB,O
4350,197.0,said,VBD,O
4351,197.0,the,DT,O
4352,197.0,tsunami,NN,O
4353,197.0,destroyed,VBD,O
4354,197.0,or,CC,O
4355,197.0,damaged,VBD,O
4356,197.0,more,JJR,O
4357,197.0,than,IN,O
4358,197.0,"1,11,000",CD,O
4359,197.0,fishing,NN,O
4360,197.0,vessels,NNS,O
4361,197.0,in,IN,O
4362,197.0,the,DT,O
4363,197.0,region,NN,O
4364,197.0,.,.,O
4365,198.0,It,PRP,O
4366,198.0,said,VBD,O
4367,198.0,the,DT,O
4368,198.0,loss,NN,O
4369,198.0,was,VBD,O
4370,198.0,significant,JJ,O
4371,198.0,in,IN,O
4372,198.0,a,DT,O
4373,198.0,region,NN,O
4374,198.0,where,WRB,O
4375,198.0,fishing,NN,O
4376,198.0,provides,VBZ,O
4377,198.0,a,DT,O
4378,198.0,vital,JJ,O
4379,198.0,source,NN,O
4380,198.0,of,IN,O
4381,198.0,food,NN,O
4382,198.0,.,.,O
4383,199.0,The,DT,O
4384,199.0,FAO,NNP,B-org
4385,199.0,'s,POS,O
4386,199.0,estimate,NN,O
4387,199.0,includes,VBZ,O
4388,199.0,damage,NN,O
4389,199.0,to,TO,O
4390,199.0,fishing,NN,O
4391,199.0,industries,NNS,O
4392,199.0,in,IN,O
4393,199.0,Indonesia,NNP,B-geo
4394,199.0,",",",",O
4395,199.0,Maldives,NNP,B-geo
4396,199.0,",",",",O
4397,199.0,Somalia,NNP,B-geo
4398,199.0,",",",",O
4399,199.0,Sri,NNP,B-geo
4400,199.0,Lanka,NNP,I-geo
4401,199.0,and,CC,O
4402,199.0,Thailand,NNP,B-geo
4403,199.0,.,.,O
4404,200.0,The,DT,O
4405,200.0,agency,NN,O
4406,200.0,says,VBZ,O
4407,200.0,it,PRP,O
4408,200.0,has,VBZ,O
4409,200.0,sent,VBN,O
4410,200.0,experts,NNS,O
4411,200.0,to,TO,O
4412,200.0,help,VB,O
4413,200.0,rebuild,VB,O
4414,200.0,fishing,NN,O
4415,200.0,industry,NN,O
4416,200.0,infrastructure,NN,O
4417,200.0,lost,VBN,O
4418,200.0,in,IN,O
4419,200.0,the,DT,O
4420,200.0,disaster,NN,O
4421,200.0,and,CC,O
4422,200.0,is,VBZ,O
4423,200.0,developing,VBG,O
4424,200.0,strategies,NNS,O
4425,200.0,for,IN,O
4426,200.0,long-term,JJ,O
4427,200.0,recovery,NN,O
4428,200.0,in,IN,O
4429,200.0,the,DT,O
4430,200.0,region,NN,O
4431,200.0,.,.,O
4432,201.0,Officials,NNS,O
4433,201.0,in,IN,O
4434,201.0,Indonesia,NNP,B-geo
4435,201.0,say,VBP,O
4436,201.0,another,DT,O
4437,201.0,person,NN,O
4438,201.0,has,VBZ,O
4439,201.0,died,VBN,O
4440,201.0,from,IN,O
4441,201.0,bird,NN,O
4442,201.0,flu,NN,O
4443,201.0,",",",",O
4444,201.0,bringing,VBG,O
4445,201.0,the,DT,O
4446,201.0,country,NN,O
4447,201.0,'s,POS,O
4448,201.0,death,NN,O
4449,201.0,toll,NN,O
4450,201.0,from,IN,O
4451,201.0,the,DT,O
4452,201.0,disease,NN,O
4453,201.0,to,TO,O
4454,201.0,96,CD,O
4455,201.0,since,IN,O
4456,201.0,the,DT,O
4457,201.0,outbreak,NN,O
4458,201.0,started,VBD,O
4459,201.0,in,IN,O
4460,201.0,2003,CD,B-tim
4461,201.0,.,.,O
4462,202.0,The,DT,O
4463,202.0,latest,JJS,O
4464,202.0,victim,NN,O
4465,202.0,was,VBD,O
4466,202.0,a,DT,O
4467,202.0,16-year-old,JJ,O
4468,202.0,girl,NN,O
4469,202.0,from,IN,O
4470,202.0,the,DT,O
4471,202.0,town,NN,O
4472,202.0,of,IN,O
4473,202.0,Bekasi,NNP,B-geo
4474,202.0,",",",",O
4475,202.0,on,IN,O
4476,202.0,the,DT,O
4477,202.0,eastern,JJ,O
4478,202.0,outskirts,NNS,O
4479,202.0,of,IN,O
4480,202.0,Jakarta,NNP,B-geo
4481,202.0,.,.,O
4482,203.0,Officials,NNS,O
4483,203.0,say,VBP,O
4484,203.0,she,PRP,O
4485,203.0,died,VBD,O
4486,203.0,Tuesday,NNP,B-tim
4487,203.0,.,.,O
4488,204.0,Monday,NNP,B-tim
4489,204.0,",",",",O
4490,204.0,officials,NNS,O
4491,204.0,reported,VBD,O
4492,204.0,that,IN,O
4493,204.0,a,DT,O
4494,204.0,32-year-old,JJ,O
4495,204.0,woman,NN,O
4496,204.0,from,IN,O
4497,204.0,an,DT,O
4498,204.0,area,NN,O
4499,204.0,just,RB,O
4500,204.0,west,JJS,O
4501,204.0,of,IN,O
4502,204.0,Jakarta,NNP,B-geo
4503,204.0,died,VBD,O
4504,204.0,of,IN,O
4505,204.0,bird,NN,O
4506,204.0,flu,NN,O
4507,204.0,last,JJ,O
4508,204.0,week,NN,O
4509,204.0,",",",",O
4510,204.0,at,IN,O
4511,204.0,her,PRP$,O
4512,204.0,home,NN,O
4513,204.0,in,IN,O
4514,204.0,the,DT,O
4515,204.0,city,NN,O
4516,204.0,of,IN,O
4517,204.0,Tangerang,NNP,B-geo
4518,204.0,.,.,O
4519,205.0,A,DT,O
4520,205.0,statement,NN,O
4521,205.0,from,IN,O
4522,205.0,the,DT,O
4523,205.0,health,NN,O
4524,205.0,ministry,NN,O
4525,205.0,said,VBD,O
4526,205.0,the,DT,O
4527,205.0,woman,NN,O
4528,205.0,'s,POS,O
4529,205.0,family,NN,O
4530,205.0,kept,VBD,O
4531,205.0,chickens,NNS,O
4532,205.0,in,IN,O
4533,205.0,their,PRP$,O
4534,205.0,backyard,NN,O
4535,205.0,.,.,O
4536,206.0,Humans,NNS,O
4537,206.0,are,VBP,O
4538,206.0,usually,RB,O
4539,206.0,infected,VBN,O
4540,206.0,with,IN,O
4541,206.0,bird,NN,O
4542,206.0,flu,NN,O
4543,206.0,by,IN,O
4544,206.0,direct,JJ,O
4545,206.0,contact,NN,O
4546,206.0,with,IN,O
4547,206.0,infected,JJ,O
4548,206.0,poultry,NN,O
4549,206.0,",",",",O
4550,206.0,but,CC,O
4551,206.0,experts,NNS,O
4552,206.0,fear,VBP,O
4553,206.0,the,DT,O
4554,206.0,H5N1,NNP,B-nat
4555,206.0,virus,NN,O
4556,206.0,may,MD,O
4557,206.0,mutate,VB,O
4558,206.0,into,IN,O
4559,206.0,a,DT,O
4560,206.0,form,NN,O
4561,206.0,easily,RB,O
4562,206.0,transmitted,VBN,O
4563,206.0,between,IN,O
4564,206.0,people,NNS,O
4565,206.0,.,.,O
4566,207.0,Scientists,NNS,O
4567,207.0,fear,VBP,O
4568,207.0,such,JJ,O
4569,207.0,a,DT,O
4570,207.0,mutation,NN,O
4571,207.0,could,MD,O
4572,207.0,spark,VB,O
4573,207.0,a,DT,O
4574,207.0,global,JJ,O
4575,207.0,pandemic,NN,O
4576,207.0,with,IN,O
4577,207.0,a,DT,O
4578,207.0,potential,JJ,O
4579,207.0,death,NN,O
4580,207.0,toll,NN,O
4581,207.0,of,IN,O
4582,207.0,millions,NNS,O
4583,207.0,.,.,O
4584,208.0,Thailand,NNP,B-gpe
4585,208.0,says,VBZ,O
4586,208.0,it,PRP,O
4587,208.0,has,VBZ,O
4588,208.0,photo,NN,O
4589,208.0,evidence,NN,O
4590,208.0,to,TO,O
4591,208.0,prove,VB,O
4592,208.0,its,PRP$,O
4593,208.0,claim,NN,O
4594,208.0,that,IN,O
4595,208.0,Islamic,NNP,B-org
4596,208.0,militants,NNS,O
4597,208.0,responsible,JJ,O
4598,208.0,for,IN,O
4599,208.0,violence,NN,O
4600,208.0,in,IN,O
4601,208.0,Thailand,NNP,B-geo
4602,208.0,'s,POS,O
4603,208.0,Muslim-majority,JJ,O
4604,208.0,south,NN,O
4605,208.0,are,VBP,O
4606,208.0,training,VBG,O
4607,208.0,in,IN,O
4608,208.0,neighboring,VBG,O
4609,208.0,Malaysia,NNP,B-geo
4610,208.0,.,.,O
4611,209.0,Thai,JJ,B-gpe
4612,209.0,Deputy,NNP,B-per
4613,209.0,Interior,NNP,I-per
4614,209.0,Minister,NNP,I-per
4615,209.0,Sutham,NNP,I-per
4616,209.0,Saengprathum,NNP,I-per
4617,209.0,says,VBZ,O
4618,209.0,the,DT,O
4619,209.0,photos,NNS,O
4620,209.0,show,VBP,O
4621,209.0,the,DT,O
4622,209.0,militants,NNS,O
4623,209.0,training,VBG,O
4624,209.0,in,IN,O
4625,209.0,Malaysia,NNP,B-geo
4626,209.0,'s,POS,O
4627,209.0,northern,JJ,O
4628,209.0,Kelantan,NNP,B-geo
4629,209.0,state,NN,O
4630,209.0,",",",",O
4631,209.0,which,WDT,O
4632,209.0,borders,VBZ,O
4633,209.0,southern,JJ,O
4634,209.0,Thailand,NNP,B-geo
4635,209.0,.,.,O
4636,210.0,He,PRP,O
4637,210.0,said,VBD,O
4638,210.0,if,IN,O
4639,210.0,Malaysia,NNP,B-gpe
4640,210.0,wants,VBZ,O
4641,210.0,to,TO,O
4642,210.0,see,VB,O
4643,210.0,the,DT,O
4644,210.0,photos,NNS,O
4645,210.0,",",",",O
4646,210.0,Bangkok,NNP,B-gpe
4647,210.0,will,MD,O
4648,210.0,provide,VB,O
4649,210.0,them,PRP,O
4650,210.0,.,.,O
4651,211.0,Thai,JJ,B-gpe
4652,211.0,Prime,NNP,B-per
4653,211.0,Minister,NNP,I-per
4654,211.0,Thaksin,NNP,I-per
4655,211.0,Shinawatra,NNP,I-per
4656,211.0,has,VBZ,O
4657,211.0,said,VBN,O
4658,211.0,he,PRP,O
4659,211.0,believes,VBZ,O
4660,211.0,some,DT,O
4661,211.0,of,IN,O
4662,211.0,the,DT,O
4663,211.0,insurgents,NNS,O
4664,211.0,have,VBP,O
4665,211.0,been,VBN,O
4666,211.0,trained,VBN,O
4667,211.0,in,IN,O
4668,211.0,Malaysia,NNP,B-geo
4669,211.0,",",",",O
4670,211.0,Indonesia,NNP,B-geo
4671,211.0,and,CC,O
4672,211.0,southern,JJ,O
4673,211.0,Thailand,NNP,B-geo
4674,211.0,.,.,O
4675,212.0,Malaysia,NNP,B-gpe
4676,212.0,and,CC,O
4677,212.0,Indonesia,NNP,B-gpe
4678,212.0,have,VBP,O
4679,212.0,demanded,VBN,O
4680,212.0,proof,NN,O
4681,212.0,of,IN,O
4682,212.0,Bangkok,NNP,B-gpe
4683,212.0,'s,POS,O
4684,212.0,allegations,NNS,O
4685,212.0,.,.,O
4686,213.0,More,JJR,O
4687,213.0,than,IN,O
4688,213.0,500,CD,O
4689,213.0,people,NNS,O
4690,213.0,have,VBP,O
4691,213.0,been,VBN,O
4692,213.0,killed,VBN,O
4693,213.0,this,DT,O
4694,213.0,year,NN,O
4695,213.0,in,IN,O
4696,213.0,an,DT,O
4697,213.0,insurgency,NN,O
4698,213.0,that,IN,O
4699,213.0,some,DT,O
4700,213.0,say,VBP,O
4701,213.0,is,VBZ,O
4702,213.0,supported,VBN,O
4703,213.0,by,IN,O
4704,213.0,extremist,NN,O
4705,213.0,Muslims,NNS,B-org
4706,213.0,in,IN,O
4707,213.0,Indonesia,NNP,B-geo
4708,213.0,and,CC,O
4709,213.0,Malaysia,NNP,B-geo
4710,213.0,.,.,O
4711,214.0,Anti-Japanese,JJ,O
4712,214.0,protests,NNS,O
4713,214.0,in,IN,O
4714,214.0,the,DT,O
4715,214.0,western,JJ,O
4716,214.0,Chinese,JJ,B-gpe
4717,214.0,city,NN,O
4718,214.0,of,IN,O
4719,214.0,Shanghai,NNP,B-geo
4720,214.0,turned,VBD,O
4721,214.0,violent,JJ,O
4722,214.0,Saturday,NNP,B-tim
4723,214.0,",",",",O
4724,214.0,with,IN,O
4725,214.0,protesters,NNS,O
4726,214.0,pelting,VBG,O
4727,214.0,the,DT,O
4728,214.0,Japanese,JJ,B-gpe
4729,214.0,consulate,NN,O
4730,214.0,with,IN,O
4731,214.0,rocks,NNS,O
4732,214.0,",",",",O
4733,214.0,bottles,NNS,O
4734,214.0,and,CC,O
4735,214.0,eggs,NNS,O
4736,214.0,.,.,O
4737,215.0,Several,JJ,O
4738,215.0,thousand,CD,O
4739,215.0,people,NNS,O
4740,215.0,took,VBD,O
4741,215.0,to,TO,O
4742,215.0,the,DT,O
4743,215.0,streets,NNS,O
4744,215.0,of,IN,O
4745,215.0,Shanghai,NNP,B-geo
4746,215.0,as,IN,O
4747,215.0,part,NN,O
4748,215.0,of,IN,O
4749,215.0,a,DT,O
4750,215.0,new,JJ,O
4751,215.0,wave,NN,O
4752,215.0,of,IN,O
4753,215.0,anti-Japanese,JJ,O
4754,215.0,protests,NNS,O
4755,215.0,over,IN,O
4756,215.0,Japan,NNP,B-gpe
4757,215.0,'s,POS,O
4758,215.0,bid,NN,O
4759,215.0,for,IN,O
4760,215.0,a,DT,O
4761,215.0,permanent,JJ,O
4762,215.0,seat,NN,O
4763,215.0,on,IN,O
4764,215.0,the,DT,O
4765,215.0,U.N.,NNP,B-org
4766,215.0,Security,NNP,I-org
4767,215.0,Council,NNP,I-org
4768,215.0,and,CC,O
4769,215.0,Tokyo,NNP,B-gpe
4770,215.0,'s,POS,O
4771,215.0,alleged,JJ,O
4772,215.0,downplaying,NN,O
4773,215.0,of,IN,O
4774,215.0,war,NN,O
4775,215.0,atrocities,NNS,O
4776,215.0,.,.,O
4777,216.0,In,IN,O
4778,216.0,Beijing,NNP,B-geo
4779,216.0,",",",",O
4780,216.0,police,NNS,O
4781,216.0,are,VBP,O
4782,216.0,out,RB,O
4783,216.0,in,IN,O
4784,216.0,force,NN,O
4785,216.0,waiting,VBG,O
4786,216.0,for,IN,O
4787,216.0,protests,NNS,O
4788,216.0,to,TO,O
4789,216.0,begin,VB,O
4790,216.0,in,IN,O
4791,216.0,the,DT,O
4792,216.0,capital,NN,O
4793,216.0,.,.,O
4794,217.0,State,NNP,B-per
4795,217.0,Councilor,NNP,I-per
4796,217.0,Tang,NNP,I-per
4797,217.0,Jiaxuan,NNP,I-per
4798,217.0,told,VBD,O
4799,217.0,the,DT,O
4800,217.0,official,JJ,O
4801,217.0,Xinhua,NNP,B-org
4802,217.0,news,NN,O
4803,217.0,agency,NN,O
4804,217.0,that,IN,O
4805,217.0,China,NNP,B-gpe
4806,217.0,'s,POS,O
4807,217.0,government,NN,O
4808,217.0,is,VBZ,O
4809,217.0,urging,VBG,O
4810,217.0,people,NNS,O
4811,217.0,to,TO,O
4812,217.0,protest,VB,O
4813,217.0,in,IN,O
4814,217.0,a,DT,O
4815,217.0,calm,JJ,O
4816,217.0,and,CC,O
4817,217.0,orderly,JJ,O
4818,217.0,manner,NN,O
4819,217.0,.,.,O
4820,218.0,Japan,NNP,B-geo
4821,218.0,'s,POS,O
4822,218.0,Foreign,NNP,B-per
4823,218.0,Minister,NNP,I-per
4824,218.0,",",",",O
4825,218.0,Nobutaka,NNP,B-per
4826,218.0,Machimura,NNP,I-per
4827,218.0,",",",",O
4828,218.0,arrives,VBZ,O
4829,218.0,Sunday,NNP,B-tim
4830,218.0,in,IN,O
4831,218.0,Beijing,NNP,B-geo
4832,218.0,for,IN,O
4833,218.0,talks,NNS,O
4834,218.0,with,IN,O
4835,218.0,his,PRP$,O
4836,218.0,Chinese,JJ,B-gpe
4837,218.0,counterpart,NN,O
4838,218.0,",",",",O
4839,218.0,Li,NNP,B-per
4840,218.0,Zhaoxing,NNP,I-per
4841,218.0,",",",",O
4842,218.0,to,TO,O
4843,218.0,discuss,VB,O
4844,218.0,relations,NNS,O
4845,218.0,between,IN,O
4846,218.0,the,DT,O
4847,218.0,two,CD,O
4848,218.0,countries,NNS,O
4849,218.0,.,.,O
4850,219.0,Organizers,NNS,O
4851,219.0,of,IN,O
4852,219.0,the,DT,O
4853,219.0,2012,CD,B-eve
4854,219.0,Summer,NNP,I-eve
4855,219.0,Olympics,NNPS,I-eve
4856,219.0,in,IN,O
4857,219.0,London,NNP,B-geo
4858,219.0,have,VBP,O
4859,219.0,promised,VBN,O
4860,219.0,the,DT,O
4861,219.0,"""",``,O
4862,219.0,greenest,JJS,O
4863,219.0,games,NNS,O
4864,219.0,"""",``,O
4865,219.0,in,IN,O
4866,219.0,history,NN,O
4867,219.0,and,CC,O
4868,219.0,sought,VBD,O
4869,219.0,to,TO,O
4870,219.0,soothe,VB,O
4871,219.0,concerns,NNS,O
4872,219.0,about,IN,O
4873,219.0,the,DT,O
4874,219.0,rising,VBG,O
4875,219.0,cost,NN,O
4876,219.0,of,IN,O
4877,219.0,the,DT,O
4878,219.0,event,NN,O
4879,219.0,.,.,O
4880,220.0,With,IN,O
4881,220.0,"2,012",CD,O
4882,220.0,days,NNS,O
4883,220.0,to,TO,O
4884,220.0,go,VB,O
4885,220.0,until,IN,O
4886,220.0,the,DT,O
4887,220.0,Games,NNPS,B-eve
4888,220.0,get,VBP,O
4889,220.0,under,IN,O
4890,220.0,way,NN,O
4891,220.0,",",",",O
4892,220.0,organizers,NNS,O
4893,220.0,said,VBD,O
4894,220.0,the,DT,O
4895,220.0,design,NN,O
4896,220.0,would,MD,O
4897,220.0,champion,JJ,O
4898,220.0,low,JJ,O
4899,220.0,waste,NN,O
4900,220.0,",",",",O
4901,220.0,low,JJ,O
4902,220.0,carbon,NN,O
4903,220.0,emissions,NNS,O
4904,220.0,and,CC,O
4905,220.0,environmentally,RB,O
4906,220.0,friendly,JJ,O
4907,220.0,transportation,NN,O
4908,220.0,.,.,O
4909,221.0,The,DT,O
4910,221.0,Olympic,NNP,B-org
4911,221.0,Delivery,NNP,I-org
4912,221.0,Authority,NNP,I-org
4913,221.0,has,VBZ,O
4914,221.0,promised,VBN,O
4915,221.0,to,TO,O
4916,221.0,cut,VB,O
4917,221.0,emissions,NNS,O
4918,221.0,50,CD,O
4919,221.0,percent,NN,O
4920,221.0,by,IN,O
4921,221.0,generating,VBG,O
4922,221.0,energy,NN,O
4923,221.0,on,IN,O
4924,221.0,site,NN,O
4925,221.0,and,CC,O
4926,221.0,using,VBG,O
4927,221.0,renewable,JJ,O
4928,221.0,energy,NN,O
4929,221.0,.,.,O
4930,222.0,Prime,NNP,B-per
4931,222.0,Minister,NNP,I-per
4932,222.0,Tony,NNP,I-per
4933,222.0,Blair,NNP,I-per
4934,222.0,said,VBD,O
4935,222.0,London,NNP,B-gpe
4936,222.0,is,VBZ,O
4937,222.0,farther,RB,O
4938,222.0,ahead,RB,O
4939,222.0,in,IN,O
4940,222.0,preparations,NNS,O
4941,222.0,at,IN,O
4942,222.0,this,DT,O
4943,222.0,stage,NN,O
4944,222.0,than,IN,O
4945,222.0,any,DT,O
4946,222.0,other,JJ,O
4947,222.0,previous,JJ,O
4948,222.0,Olympic,JJ,O
4949,222.0,host,NN,O
4950,222.0,city,NN,O
4951,222.0,.,.,O
4952,223.0,The,DT,O
4953,223.0,British,JJ,B-gpe
4954,223.0,government,NN,O
4955,223.0,wants,VBZ,O
4956,223.0,to,TO,O
4957,223.0,have,VB,O
4958,223.0,the,DT,O
4959,223.0,Olympic,NNP,O
4960,223.0,budget,NN,O
4961,223.0,finalized,VBN,O
4962,223.0,early,RB,O
4963,223.0,this,DT,O
4964,223.0,year,NN,O
4965,223.0,",",",",O
4966,223.0,but,CC,O
4967,223.0,costs,NNS,O
4968,223.0,have,VBP,O
4969,223.0,already,RB,O
4970,223.0,risen,VBN,O
4971,223.0,substantially,RB,O
4972,223.0,since,IN,O
4973,223.0,London,NNP,B-gpe
4974,223.0,won,VBD,O
4975,223.0,the,DT,O
4976,223.0,bid,NN,O
4977,223.0,in,IN,O
4978,223.0,July,NNP,B-tim
4979,223.0,of,IN,I-tim
4980,223.0,2005,CD,I-tim
4981,223.0,.,.,O
4982,224.0,A,DT,O
4983,224.0,select,JJ,O
4984,224.0,committee,NN,O
4985,224.0,report,NN,O
4986,224.0,due,JJ,O
4987,224.0,Wednesday,NNP,B-tim
4988,224.0,is,VBZ,O
4989,224.0,expected,VBN,O
4990,224.0,to,TO,O
4991,224.0,be,VB,O
4992,224.0,highly,RB,O
4993,224.0,critical,JJ,O
4994,224.0,of,IN,O
4995,224.0,the,DT,O
4996,224.0,government,NN,O
4997,224.0,'s,POS,O
4998,224.0,financing,NN,O
4999,224.0,of,IN,O
5000,224.0,the,DT,O
5001,224.0,Games,NNPS,B-eve
5002,224.0,.,.,O
5003,225.0,China,NNP,B-geo
5004,225.0,'s,POS,O
5005,225.0,giant,JJ,O
5006,225.0,pandas,NNS,O
5007,225.0,have,VBP,O
5008,225.0,been,VBN,O
5009,225.0,on,IN,O
5010,225.0,endangered,JJ,O
5011,225.0,species,NNS,O
5012,225.0,lists,NNS,O
5013,225.0,for,IN,O
5014,225.0,nearly,RB,O
5015,225.0,30,CD,O
5016,225.0,years,NNS,O
5017,225.0,.,.,O
5018,226.0,There,EX,O
5019,226.0,are,VBP,O
5020,226.0,only,RB,O
5021,226.0,about,IN,O
5022,226.0,"1,600",CD,O
5023,226.0,pandas,NNS,O
5024,226.0,still,RB,O
5025,226.0,living,VBG,O
5026,226.0,in,IN,O
5027,226.0,the,DT,O
5028,226.0,wild,NN,O
5029,226.0,in,IN,O
5030,226.0,China,NNP,B-geo
5031,226.0,.,.,O
5032,227.0,One,CD,O
5033,227.0,of,IN,O
5034,227.0,the,DT,O
5035,227.0,2008,CD,B-eve
5036,227.0,Olympic,JJ,I-eve
5037,227.0,mascots,NNS,O
5038,227.0,is,VBZ,O
5039,227.0,modeled,VBN,O
5040,227.0,on,IN,O
5041,227.0,a,DT,O
5042,227.0,panda,NN,O
5043,227.0,called,VBN,O
5044,227.0,Jing,NNP,B-nat
5045,227.0,Jing,NNP,I-nat
5046,227.0,.,.,O
5047,228.0,Conservationists,NNS,O
5048,228.0,hope,VBP,O
5049,228.0,she,PRP,O
5050,228.0,will,MD,O
5051,228.0,help,VB,O
5052,228.0,draw,VB,O
5053,228.0,attention,NN,O
5054,228.0,to,TO,O
5055,228.0,the,DT,O
5056,228.0,threats,NNS,O
5057,228.0,facing,VBG,O
5058,228.0,the,DT,O
5059,228.0,giant,JJ,O
5060,228.0,panda,NN,O
